id,neighbourhood_cleansed,price,property_type,room_type,availability_365,calculated_host_listings_count,host_response_time,host_response_rate,picture_url,Standardization_Score,Neighborhood_Impact
44853762,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/4a85bb0c-94ea-4db4-a763-620e4ddc79b6.jpg,-1,-1
44975640,Élysée,,Entire rental unit,Entire home/apt,326,121,within an hour,100.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDQ5NzU2NDA=/original/6d5bcdb1-a3a6-455f-a3f6-e6f9e1d2bd5b.jpeg,-1,-1
45395117,Élysée,,Entire rental unit,Entire home/apt,321,184,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-45395117/original/306c3452-4f54-4ad4-b1e1-69788b0b1bea.jpeg,-1,-1
45407936,Élysée,,Entire condo,Entire home/apt,365,1,,,https://a0.muscache.com/pictures/b8f66f3c-b4f5-4111-b533-b7405bbb9d73.jpg,-1,-1
45309772,Élysée,,Entire rental unit,Entire home/apt,102,4,within an hour,100.0,https://a0.muscache.com/pictures/efc3fca2-f7ca-41e4-addc-5d062226a70e.jpg,-1,-1
45082385,Élysée,,Entire rental unit,Entire home/apt,308,1,within an hour,100.0,https://a0.muscache.com/pictures/11c0d51a-e449-4443-8e42-a9487e59a152.jpg,-1,-1
45681190,Élysée,,Entire rental unit,Entire home/apt,225,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-45681190/original/9e84a7fc-7604-4643-ad69-0d473d69b008.jpeg,-1,-1
45539470,Élysée,,Entire rental unit,Entire home/apt,279,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-45539470/original/8a02bbc4-8674-4c6c-9b2e-a09a9aa7ea62.jpeg,-1,-1
45695584,Élysée,,Entire rental unit,Entire home/apt,163,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-45695584/original/e3a07c50-ebeb-411a-be83-0c85eaa71e9c.jpeg,-1,-1
45889835,Élysée,,Private room in rental unit,Private room,261,2,within a day,70.0,https://a0.muscache.com/pictures/e897f668-8bc7-43fb-847b-a2c409a25adc.jpg,-1,-1
45892341,Élysée,,Entire rental unit,Entire home/apt,263,1,within an hour,100.0,https://a0.muscache.com/pictures/948f6070-fbd7-4a9b-9470-26dd9b74ba78.jpg,-1,-1
45897127,Élysée,,Entire rental unit,Entire home/apt,179,1,,,https://a0.muscache.com/pictures/849013f7-f996-4c4e-b1c7-c12e0fe01931.jpg,-1,-1
46612980,Élysée,,Room in hotel,Private room,359,10,within an hour,100.0,https://a0.muscache.com/pictures/df206f30-1a5a-45f4-9448-bc925fce6f68.jpg,-1,-1
46324844,Élysée,,Room in hotel,Private room,365,7,within an hour,100.0,https://a0.muscache.com/pictures/923f74ff-7ca5-43a1-98d1-964879e400b2.jpg,-1,-1
46325160,Élysée,,Room in hotel,Private room,362,7,within an hour,100.0,https://a0.muscache.com/pictures/3b1916e6-8afe-43b5-916a-b1c42f65ecb7.jpg,-1,-1
46325356,Élysée,,Room in hotel,Private room,347,7,within an hour,100.0,https://a0.muscache.com/pictures/246ec980-9dd6-4e91-8c9a-21ee288954c0.jpg,-1,-1
46613144,Élysée,,Room in hotel,Private room,359,10,within an hour,100.0,https://a0.muscache.com/pictures/dec3799e-0dc2-4144-a3c7-e36e50884c51.jpg,-1,-1
46613280,Élysée,,Room in hotel,Private room,325,10,within an hour,100.0,https://a0.muscache.com/pictures/02c989d0-7353-4e31-bc92-5a7e784f7382.jpg,-1,-1
46613662,Élysée,,Room in hotel,Private room,365,7,within an hour,100.0,https://a0.muscache.com/pictures/c3874e5c-cbdc-4e8b-9705-f19388561ff8.jpg,-1,-1
46325580,Élysée,,Room in hotel,Private room,337,7,within an hour,100.0,https://a0.muscache.com/pictures/8f49f9f2-ffe4-442d-8120-d5ecdd5a9226.jpg,-1,-1
46326608,Élysée,,Room in hotel,Private room,362,10,within an hour,100.0,https://a0.muscache.com/pictures/d7f6c5f7-3df9-4ca9-b8c2-17533fb24244.jpg,-1,-1
46327137,Élysée,,Room in hotel,Private room,361,10,within an hour,100.0,https://a0.muscache.com/pictures/8e260c34-b700-4d90-ac76-a148366fb3ef.jpg,-1,-1
46328552,Élysée,,Room in hotel,Private room,308,10,within an hour,100.0,https://a0.muscache.com/pictures/bdc3a17f-e5bf-4ea6-b8c2-af251ea6d4e5.jpg,-1,-1
46350209,Élysée,,Room in hotel,Private room,307,7,within an hour,100.0,https://a0.muscache.com/pictures/4fc57e66-b004-49e6-a53b-8e442e93c384.jpg,-1,-1
46686664,Élysée,,Entire rental unit,Entire home/apt,0,1,within an hour,100.0,https://a0.muscache.com/pictures/6b5f8e98-89c9-4ca6-be9e-86b6b16ae4b4.jpg,-1,-1
46404969,Élysée,,Room in hotel,Private room,0,5,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-46404969/original/5d42b764-ef49-40d2-af08-f166b5a91d71.jpeg,-1,-1
46501825,Élysée,,Entire rental unit,Entire home/apt,305,4,within an hour,90.0,https://a0.muscache.com/pictures/prohost-api/Hosting-46501825/original/6d5f67ee-cec3-4549-a52a-b400dff02e0b.jpeg,-1,-1
46101458,Élysée,,Entire rental unit,Entire home/apt,364,1,,,https://a0.muscache.com/pictures/502bfe08-9afb-4308-8b25-f2a62182b083.jpg,-1,-1
46116370,Élysée,,Room in boutique hotel,Private room,0,1,,,https://a0.muscache.com/pictures/705ba903-f22c-47ec-9931-de8cded44009.jpg,-1,-1
46177979,Élysée,,Entire loft,Entire home/apt,283,2,within a few hours,80.0,https://a0.muscache.com/pictures/miso/Hosting-46177979/original/d91f485a-abfa-484c-8899-4673e6456b87.jpeg,-1,-1
47391540,Élysée,,Entire rental unit,Entire home/apt,0,9,within an hour,80.0,https://a0.muscache.com/pictures/miso/Hosting-47391540/original/ef119ecb-963c-41ec-b9c6-29e62ae7a45a.jpeg,-1,-1
47392020,Élysée,,Entire rental unit,Entire home/apt,28,9,within an hour,80.0,https://a0.muscache.com/pictures/miso/Hosting-47392020/original/78c6c349-0a87-4676-8b53-ea12ea8ca3a1.jpeg,-1,-1
47459951,Élysée,,Entire rental unit,Entire home/apt,256,1,within an hour,100.0,https://a0.muscache.com/pictures/197117af-8cef-4454-a671-a1894ffd0f62.jpg,-1,-1
47791838,Élysée,,Entire rental unit,Entire home/apt,106,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-47791838/original/2b61295a-b7ee-45c7-ba19-803ceaadbe42.jpeg,-1,-1
47792898,Élysée,,Entire rental unit,Entire home/apt,85,1,within an hour,100.0,https://a0.muscache.com/pictures/b4176f27-6554-4328-b7d8-f49cbc5a3de7.jpg,-1,-1
47816074,Élysée,,Entire rental unit,Entire home/apt,0,44,within a day,100.0,https://a0.muscache.com/pictures/miso/Hosting-47816074/original/b1d1bac8-2816-4ea0-8fb4-e5985bd9cfe9.jpeg,-1,-1
47839124,Élysée,,Entire rental unit,Entire home/apt,12,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-47839124/original/8abdf82c-30ed-4b60-8e9e-219574609859.jpeg,-1,-1
47883631,Élysée,,Entire rental unit,Entire home/apt,256,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-47883631/original/940f32c8-5cda-49a8-817e-d816fc26786e.jpeg,-1,-1
48312772,Élysée,,Entire rental unit,Entire home/apt,358,1,within a few hours,100.0,https://a0.muscache.com/pictures/4aeefc10-ec52-4532-bc07-bd1578a38da5.jpg,-1,-1
48321731,Élysée,,Entire rental unit,Entire home/apt,151,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-48321731/original/c98748be-bb71-4a84-a0d6-6dcda556e714.jpeg,-1,-1
48580136,Élysée,,Entire rental unit,Entire home/apt,297,10,within a few hours,98.0,https://a0.muscache.com/pictures/dc2e8bd9-3195-4e0f-ad88-f65be6f74496.jpg,-1,-1
48456686,Élysée,,Entire rental unit,Entire home/apt,3,1,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-48456686/original/7d1fb23b-9594-407f-bc5e-7ca964dff47f.png,-1,-1
48524439,Élysée,,Entire rental unit,Entire home/apt,332,1,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-48524439/original/c5daebf6-c113-4114-8730-a028600d5de7.jpeg,-1,-1
48991765,Élysée,,Entire rental unit,Entire home/apt,257,1,,,https://a0.muscache.com/pictures/prohost-api/Hosting-48991765/original/2ba319df-2433-4bf4-bd55-872deecb2a26.jpeg,-1,-1
49243011,Élysée,,Entire rental unit,Entire home/apt,18,1,within a few hours,100.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDkyNDMwMTE%3D/original/9f4d3978-8368-4a6b-ad27-a8db79d277b7.jpeg,-1,-1
49284509,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/2f1414ec-8b67-4ffa-8245-1b9673b57c8f.jpg,-1,-1
49294007,Élysée,,Entire condo,Entire home/apt,291,2,within a few hours,90.0,https://a0.muscache.com/pictures/d04ed56e-3cdb-4a48-a7e7-c445f29972f0.jpg,-1,-1
49312155,Élysée,,Entire rental unit,Entire home/apt,321,9,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-49312155/original/587a2dfb-5f97-4668-9fd0-5642a80f3511.jpeg,-1,-1
49436532,Élysée,,Entire rental unit,Entire home/apt,105,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-49436532/original/5c7582bc-5f36-4ce6-a7bc-0af6954bf9c8.jpeg,-1,-1
49645511,Élysée,,Entire rental unit,Entire home/apt,109,1,,,https://a0.muscache.com/pictures/9c27edf0-9c78-4990-a0b0-f0e0dbb26ab5.jpg,-1,-1
49482216,Élysée,,Entire rental unit,Entire home/apt,335,9,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-49482216/original/15dcfdd4-ac30-40f1-80a8-66d5175670cc.jpeg,-1,-1
49494705,Élysée,,Entire rental unit,Entire home/apt,322,45,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-49494705/original/3c1c7755-49b7-46c2-a5ee-01542558afb8.jpeg,-1,-1
49495119,Élysée,,Entire rental unit,Entire home/apt,321,45,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-49495119/original/d0908426-9790-4ee7-923f-d0f176fe6177.jpeg,-1,-1
49540507,Élysée,,Entire rental unit,Entire home/apt,328,2,within an hour,100.0,https://a0.muscache.com/pictures/4aee1701-ac2e-4f60-9802-811bf0649974.jpg,-1,-1
49672364,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/16a9baa6-3257-4330-bf0c-08fd1b96607b.jpg,-1,-1
49879027,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/70de8f86-55b0-41a8-aa01-3b36ace0d91d.jpg,-1,-1
49763806,Élysée,,Entire rental unit,Entire home/apt,130,2,within an hour,100.0,https://a0.muscache.com/pictures/ebfac624-50da-444a-8284-eba13c75aaf9.jpg,-1,-1
49892396,Élysée,,Entire rental unit,Entire home/apt,352,1,within an hour,100.0,https://a0.muscache.com/pictures/3b5405c7-db33-4602-8e0e-4831ee8df887.jpg,-1,-1
49791342,Élysée,,Entire condo,Entire home/apt,154,1,,,https://a0.muscache.com/pictures/cf0a71d9-bd89-49e2-bad7-99cfe12f8aa5.jpg,-1,-1
49792053,Élysée,,Private room in condo,Private room,358,1,,,https://a0.muscache.com/pictures/miso/Hosting-49792053/original/8c1eb925-2491-4334-8562-522bbf973271.jpeg,-1,-1
50023100,Élysée,,Entire rental unit,Entire home/apt,154,2,within a few hours,90.0,https://a0.muscache.com/pictures/b1c8009e-1380-4d23-bbb9-a7c3682b6734.jpg,-1,-1
50039835,Élysée,,Entire townhouse,Entire home/apt,0,4,,,https://a0.muscache.com/pictures/4d354c98-8998-441a-ab3a-a42b5de55697.jpg,-1,-1
50040290,Élysée,,Entire rental unit,Entire home/apt,107,91,,,https://a0.muscache.com/pictures/miso/Hosting-50040290/original/8882a48a-9288-4cbb-91f9-ead7b34cd2eb.jpeg,-1,-1
50041386,Élysée,,Entire rental unit,Entire home/apt,6,74,within a day,58.0,https://a0.muscache.com/pictures/2ed44c16-afc2-4cf6-93fc-180a8ddd70c4.jpg,-1,-1
50045844,Élysée,,Entire rental unit,Entire home/apt,256,4,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-50045844/original/525c4855-30ce-426f-8260-5f52d786895a.jpeg,-1,-1
50142453,Élysée,,Entire rental unit,Entire home/apt,24,141,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50142453/original/0c76eba8-7093-4d0e-8ce7-43771a85745c.jpeg,-1,-1
50145416,Élysée,,Entire rental unit,Entire home/apt,0,2,within a day,100.0,https://a0.muscache.com/pictures/685032eb-ee75-4f99-8772-58f6ad62c8f9.jpg,-1,-1
50166539,Élysée,,Entire rental unit,Entire home/apt,323,2,within a few hours,90.0,https://a0.muscache.com/pictures/75f34970-fea2-4cd4-b099-d39deeea6162.jpg,-1,-1
50278785,Élysée,,Entire rental unit,Entire home/apt,286,11,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-50278785/original/8784a60d-7610-4169-bc11-5319a3b36932.jpeg,-1,-1
50299887,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/miso/Hosting-50299887/original/6f50df75-0ee4-47ba-b143-8d0e3b859829.jpeg,-1,-1
50114813,Élysée,,Entire rental unit,Entire home/apt,0,1,within an hour,100.0,https://a0.muscache.com/pictures/58f8ab5f-fee3-48bd-9c76-527f4291f91a.jpg,-1,-1
50316800,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/miso/Hosting-50316800/original/232c4913-c429-4af7-8376-55673228ed3d.jpeg,-1,-1
50316920,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/bf5ed3f3-de4e-47c2-a064-bf51ca14d125.jpg,-1,-1
50323726,Élysée,,Entire rental unit,Entire home/apt,77,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50323726/original/c234885b-1925-463b-acaf-cc3bb89c4a55.jpeg,-1,-1
50325789,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/7784491c-7666-46dd-a612-9ce963e48cd4.jpg,-1,-1
50227110,Élysée,,Entire rental unit,Entire home/apt,272,2,a few days or more,25.0,https://a0.muscache.com/pictures/bea4f0d1-8a27-48fb-a219-283586ffc084.jpg,-1,-1
50539312,Élysée,,Entire rental unit,Entire home/apt,133,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50539312/original/afa91420-bbb8-4869-b111-2ea54e883400.jpeg,-1,-1
50244284,Élysée,,Entire rental unit,Entire home/apt,243,1,within a few hours,100.0,https://a0.muscache.com/pictures/hosting/Hosting-50244284/original/0040f10c-3829-416f-8d81-10f73a9605ea.jpeg,-1,-1
50584974,Élysée,,Entire rental unit,Entire home/apt,130,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50584974/original/906b5853-77b0-4f60-8bf1-310f1f657f4c.jpeg,-1,-1
50586393,Élysée,,Entire rental unit,Entire home/apt,163,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50586393/original/2fc8c51c-0f72-4ff9-b034-30a36e73609f.jpeg,-1,-1
50586394,Élysée,,Entire rental unit,Entire home/apt,148,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50586394/original/87625396-3638-47e6-a402-9aca80bca199.jpeg,-1,-1
50669580,Élysée,,Entire rental unit,Entire home/apt,143,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669580/original/cc5e46d1-184d-46ce-916c-6506ed5969c2.jpeg,-1,-1
50669581,Élysée,,Entire rental unit,Entire home/apt,129,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669581/original/a9df5a75-1d37-4b84-83d4-a3c6c20450a5.jpeg,-1,-1
50669582,Élysée,,Entire rental unit,Entire home/apt,126,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669582/original/d7f9b604-7a79-405b-86d3-963e2b8e7981.jpeg,-1,-1
50669584,Élysée,,Entire rental unit,Entire home/apt,129,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669584/original/22abfd92-50d0-46b1-90a8-b4ceaae5d588.jpeg,-1,-1
50669585,Élysée,,Entire rental unit,Entire home/apt,162,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669585/original/bd3e5db7-560a-4adc-8a5c-77f3495ff081.jpeg,-1,-1
50669586,Élysée,,Entire rental unit,Entire home/apt,155,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669586/original/fd58a954-d0ba-4836-855a-29b068407161.jpeg,-1,-1
50669587,Élysée,,Entire rental unit,Entire home/apt,151,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669587/original/bc1ec0ad-2ca1-405a-8e43-17c173257c5d.jpeg,-1,-1
50669588,Élysée,,Entire rental unit,Entire home/apt,147,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669588/original/a16aa23f-eb81-43ba-913d-6d00526bc75a.jpeg,-1,-1
50669589,Élysée,,Entire rental unit,Entire home/apt,129,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50669589/original/13822f7a-8f20-42fb-8a12-5125e0eabfba.jpeg,-1,-1
50586396,Élysée,,Entire rental unit,Entire home/apt,127,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50586396/original/cdbc1d61-1e7b-4b58-ab33-89e841aab156.jpeg,-1,-1
50586397,Élysée,,Entire rental unit,Entire home/apt,116,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50586397/original/6d743f3c-9cfc-4478-9f97-95887dc81f15.jpeg,-1,-1
50587634,Élysée,,Entire rental unit,Entire home/apt,145,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50587634/original/142563b1-8799-4deb-95ba-8bc47be625ed.jpeg,-1,-1
50588644,Élysée,,Entire rental unit,Entire home/apt,0,7,,,https://a0.muscache.com/pictures/miso/Hosting-50588644/original/6807dad8-a30a-4ca2-aa43-c6ef3a38b501.jpeg,-1,-1
50588801,Élysée,,Entire rental unit,Entire home/apt,150,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50588801/original/e213405e-bf59-4cd2-aeea-791d096ceb9d.jpeg,-1,-1
50689000,Élysée,,Entire rental unit,Entire home/apt,183,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50689000/original/ed1d83b4-da1b-4cfb-847e-711367a52847.jpeg,-1,-1
50631256,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/miso/Hosting-50631256/original/92b2e7d5-bbd9-49a1-ae45-6e69a6c36613.jpeg,-1,-1
50633646,Élysée,,Entire rental unit,Entire home/apt,193,170,within an hour,95.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50633646/original/20991fa6-d654-478d-8b05-14fb2681ed52.jpeg,-1,-1
50873378,Élysée,,Entire rental unit,Entire home/apt,337,1,within a day,100.0,https://a0.muscache.com/pictures/miso/Hosting-50873378/original/8e7007f8-705e-4fde-bd7f-679cf543180e.jpeg,-1,-1
50891362,Élysée,,Entire rental unit,Entire home/apt,109,2,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-50891362/original/b775fcaa-2649-4f90-b8fd-fc1c166aba39.jpeg,-1,-1
50724909,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/miso/Hosting-50724909/original/3329e19d-697e-4e57-bcea-9d23a4ac2b3c.jpeg,-1,-1
50825695,Élysée,,Entire rental unit,Entire home/apt,317,45,,,https://a0.muscache.com/pictures/miso/Hosting-50825695/original/f3eb8269-de16-430e-9152-421f5f72dfc8.jpeg,-1,-1
50929468,Élysée,,Entire rental unit,Entire home/apt,236,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50929468/original/5d9579a3-b650-4d7f-9fbb-07f7619931ed.jpeg,-1,-1
50929627,Élysée,,Entire rental unit,Entire home/apt,44,816,within a day,87.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50929627/original/5f7092ff-b9f6-43f0-a749-ffbf4c47a54f.jpeg,-1,-1
50950812,Élysée,,Entire rental unit,Entire home/apt,0,2,within an hour,93.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTA5NTA4MTI%3D/original/2e96851c-7b04-48d3-b381-86ee4269e9ce.jpeg,-1,-1
50841941,Élysée,,Entire rental unit,Entire home/apt,311,1,within a day,89.0,https://a0.muscache.com/pictures/e421bee9-1686-490a-af6c-6ed91dede875.jpg,-1,-1
50841970,Élysée,,Entire rental unit,Entire home/apt,148,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50841970/original/113fe93c-b526-46cb-9b22-6209d59ba2f8.jpeg,-1,-1
50860540,Élysée,,Entire rental unit,Entire home/apt,0,1,within a few hours,100.0,https://a0.muscache.com/pictures/74ea7ada-6614-42cf-b5fd-21fa525d62e5.jpg,-1,-1
50864901,Élysée,,Entire rental unit,Entire home/apt,227,1,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-50864901/original/8b3dc840-f187-4a95-b40b-3e2dd581b389.jpeg,-1,-1
50870648,Élysée,,Entire rental unit,Entire home/apt,121,216,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-50870648/original/49c3c072-c19e-4519-afc6-ddfa5baa550e.jpeg,-1,-1
50975353,Élysée,,Entire rental unit,Entire home/apt,322,1,,,https://a0.muscache.com/pictures/e6f47c3e-76bc-4f8c-89b8-359453ba5a6b.jpg,-1,-1
51052578,Élysée,,Entire rental unit,Entire home/apt,194,19,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51052578/original/7fec9413-297f-4ccd-a7f7-5001c1e8e031.jpeg,-1,-1
51184645,Élysée,,Room in hotel,Private room,354,7,within an hour,100.0,https://a0.muscache.com/pictures/0ec28d0d-8c5d-4416-972f-06c926635fc3.jpg,-1,-1
50998369,Élysée,,Entire rental unit,Entire home/apt,24,7,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-50998369/original/c144521b-d307-4487-a2a1-474eb3936a3c.jpeg,-1,-1
51012299,Élysée,,Entire rental unit,Entire home/apt,339,1,within an hour,100.0,https://a0.muscache.com/pictures/24bd3742-0753-4734-b910-1a7e77dec147.jpg,-1,-1
51297160,Élysée,,Entire rental unit,Entire home/apt,42,3,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-51297160/original/6c740745-0d25-4196-9a12-a926283e3455.jpeg,-1,-1
51220692,Élysée,,Entire rental unit,Entire home/apt,4,2,within an hour,100.0,https://a0.muscache.com/pictures/hosting/Hosting-51220692/original/d22a3827-f470-459f-882a-14e3f46059ac.jpeg,-1,-1
51275580,Élysée,,Entire rental unit,Entire home/apt,27,1,within an hour,100.0,https://a0.muscache.com/pictures/hosting/Hosting-51275580/original/28d6d1ca-e28e-45e0-b4aa-88b5a6626c2a.jpeg,-1,-1
51426240,Élysée,,Room in boutique hotel,Private room,304,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51426240/original/cdef10b5-d467-439a-ba61-d28a8c478bdc.jpeg,-1,-1
51426246,Élysée,,Room in boutique hotel,Private room,324,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51426246/original/9407a182-5001-46f9-adc6-4bfc5c88c2f4.jpeg,-1,-1
51426411,Élysée,,Room in boutique hotel,Private room,6,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51426411/original/033b1bd0-6870-4521-8745-0180703f720e.jpeg,-1,-1
51427221,Élysée,,Room in boutique hotel,Private room,330,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51427221/original/56e250f9-3b99-4215-a56d-92ec5cf3dbf0.jpeg,-1,-1
51424556,Élysée,,Room in boutique hotel,Private room,203,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51424556/original/bdc060b1-7e24-4d1c-8914-1dbffe9f5681.jpeg,-1,-1
51425526,Élysée,,Room in boutique hotel,Private room,188,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51425526/original/07e08974-ebc1-44ca-a352-b8de0a2c680a.jpeg,-1,-1
51425816,Élysée,,Room in boutique hotel,Private room,334,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51425816/original/0e3a66f2-d9db-4e34-a6ef-dfea0aee929e.jpeg,-1,-1
51487311,Élysée,,Room in boutique hotel,Private room,281,27,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51487311/original/80029a77-3fb2-4890-a6bc-e6a48fe5f95d.jpeg,-1,-1
51864795,Élysée,,Entire rental unit,Entire home/apt,333,3,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-51864795/original/2b047a5d-41da-4e66-956c-8cbefff771f9.jpeg,-1,-1
51867525,Élysée,,Entire rental unit,Entire home/apt,319,3,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-51867525/original/2cb85446-d81a-4906-8b7d-82929c46d502.jpeg,-1,-1
51976187,Élysée,,Entire rental unit,Entire home/apt,124,19,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-51976187/original/2f5adb86-8d53-4f0c-b19f-79f2aa3d597e.jpeg,-1,-1
52092593,Élysée,,Entire condo,Entire home/apt,83,1,a few days or more,0.0,https://a0.muscache.com/pictures/123d8c34-95ad-437e-bcdb-92ebd16db275.jpg,-1,-1
52020773,Élysée,,Entire rental unit,Entire home/apt,214,19,within an hour,98.0,https://a0.muscache.com/pictures/prohost-api/Hosting-52020773/original/3de08efd-52a2-4c62-8d0b-50a242609cd5.jpeg,-1,-1
52045346,Élysée,,Entire rental unit,Entire home/apt,353,2,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-52045346/original/f3058fcb-767e-460b-8f86-9dab172ed949.jpeg,-1,-1
52119386,Élysée,,Entire rental unit,Entire home/apt,254,1,,,https://a0.muscache.com/pictures/d1f92d2c-2d46-48d8-921f-310f5677c030.jpg,-1,-1
52158439,Élysée,,Entire rental unit,Entire home/apt,287,90,within a day,74.0,https://a0.muscache.com/pictures/c8af9c12-df23-4c1a-9f7c-be3d7232c6e1.jpg,-1,-1
52295040,Élysée,,Entire rental unit,Entire home/apt,0,170,within an hour,95.0,https://a0.muscache.com/pictures/prohost-api/Hosting-52295040/original/6f41add5-bbef-4871-835d-c4f99c791ebf.jpeg,-1,-1
52302713,Élysée,,Private room in loft,Private room,134,1,within a few hours,100.0,https://a0.muscache.com/pictures/5213bc78-6333-435d-a6ee-b2704defd1a4.jpg,-1,-1
52312570,Élysée,,Entire rental unit,Entire home/apt,156,6,,,https://a0.muscache.com/pictures/prohost-api/Hosting-52312570/original/4a523dc2-0ff6-41e9-97ea-177f849456de.jpeg,-1,-1
52484092,Élysée,,Entire rental unit,Entire home/apt,160,130,within a day,58.0,https://a0.muscache.com/pictures/aebdd83e-8346-4d35-affe-c64553eb67ba.jpg,-1,-1
52187330,Élysée,,Private room in casa particular,Private room,287,1,within an hour,83.0,https://a0.muscache.com/pictures/miso/Hosting-52187330/original/b7d35fe1-b3ff-4c2d-9b76-652a5c827649.jpeg,-1,-1
